iter	Logloss
0	0.6758245526
1	0.6600107227
2	0.6450307902
3	0.6310080101
4	0.6183158989
5	0.6062641697
6	0.5947246097
7	0.5836410991
8	0.5732593341
9	0.5642511317
10	0.555614053
11	0.5481678435
12	0.5405990515
13	0.5342470836
14	0.5276323988
15	0.5212830958
16	0.5156802673
17	0.5101138879
18	0.5061432101
19	0.5021804388
20	0.4975891511
21	0.4937634574
22	0.490586987
23	0.4875841611
24	0.48426207
25	0.4812741147
26	0.4785214945
27	0.4756809414
28	0.4730633079
29	0.4710763206
30	0.4689572804
31	0.4669935288
32	0.4649642241
33	0.4630934519
34	0.4613855481
35	0.4595887028
36	0.4579290444
37	0.4565843977
38	0.4552439794
39	0.453796654
40	0.4527186299
41	0.4516730129
42	0.4506452797
43	0.4495807388
44	0.4486913787
45	0.4474813651
46	0.4464495105
47	0.445629172
48	0.4450432414
49	0.4442140125
50	0.443280294
51	0.442452474
52	0.4415073892
53	0.440770888
54	0.4401102967
55	0.439385391
56	0.4387144703
57	0.4382582553
58	0.437590813
59	0.4370224962
60	0.4363660563
61	0.4358524916
62	0.4354697635
63	0.4348398471
64	0.434556294
65	0.4340921932
66	0.4335878029
67	0.4331692342
68	0.4328103427
69	0.4324927891
70	0.4320592688
71	0.4315437179
72	0.4311467278
73	0.4308597264
74	0.430460179
75	0.4300704424
76	0.4296771113
77	0.4293687544
78	0.4290061
79	0.4286405157
80	0.4283568637
81	0.4280682026
82	0.4278445757
83	0.4276063943
84	0.4272675337
85	0.4269561596
86	0.426618416
87	0.4263591639
88	0.4260360988
89	0.4258674563
90	0.4255188019
91	0.4252888725
92	0.4250570909
93	0.4248043241
94	0.424507022
95	0.4242842555
96	0.4240927065
97	0.4238084999
98	0.4236198134
99	0.4232846381
100	0.4230406119
101	0.4227647932
102	0.4225013928
103	0.4222542798
104	0.4219954619
105	0.4217825086
106	0.4215892892
107	0.4213964816
108	0.4211123656
109	0.4208512875
110	0.4206051643
111	0.420429816
112	0.4202130401
113	0.4200121844
114	0.4198195526
115	0.4196197483
116	0.419396299
117	0.4192090032
118	0.4189983442
119	0.4187743568
120	0.4186580243
121	0.4184519287
122	0.4183361072
123	0.4181453855
124	0.4179757231
125	0.4177571427
126	0.4176655796
127	0.4175153924
128	0.4173724811
129	0.4171945817
130	0.4170560616
131	0.416836894
132	0.4166774678
